enrichment_targets,source_id,data_type,schema_version,enrichment_target,disease_state_names,occurrence_date,source_name,therapeutic_area_names,asset_names,stakeholder_internal_ids,stakeholder_source_ids,stakeholder_names,msl_internal_ids,msl_source_ids,msl_names,interaction_type,stakeholder_type,country,state,text
text,6ff0dc2e-9d0b-49e1-a7db-5aeb4ab09e3d,insights_interaction,latest,,,2023-06-29,MSL Interactions,Oncology,Vibranium,,WB-EU-03411,Patricia Trotman,,onco-eu-0078,Kristina Petrova,Phone,Deadpool,France,,Stable disease observed for over 6 months in a patient with recurrent glioblastoma following Vibranium/Wakanda treatment.
text,debbdd16-0e27-4da4-9c37-1d7449630c14,insights_interaction,latest,,,2023-08-02,MSL Interactions,Oncology,Vibranium,,WB-EU-03744,Helen Hendricks,,onco-eu-0078,Kristina Petrova,Phone,Avenger,France,,"Increased PD-L1 expression observed in tumor biopsies post-treatment, suggesting a potential mechanism of action for the combination therapy."
text,5877f341-5328-4b4c-af08-1986adc59a01,insights_interaction,latest,,,2023-08-27,MSL Interactions,Oncology,Vibranium,,WB-EU-03673,Dennis Hopkins,,onco-eu-0078,Kristina Petrova,Ulton,Clinical Pharmacist,France,,Significant reduction in pain scores and improved emotional well-being reported by patients undergoing combination Vibranium/Wakanda therapy.
text,39bbb188-0e5f-4cb4-a04f-08caae2b2004,insights_interaction,latest,,,2023-11-23,MSL Interactions,Oncology,Vibranium,,WB-EU-03555,Shirley Calhoun,,onco-eu-0078,Kristina Petrova,Ulton,Wolverine,Ireland,,"Treatment administration requires specialized handling and monitoring procedures, increasing logistical complexity."
text,54ec080a-d0c4-4bd3-acfa-7f1c48dcda13,insights_interaction,latest,,,2023-12-01,MSL Interactions,Oncology,Vibranium,,WB-EU-03264,Rebecca Hamby,,onco-eu-0078,Kristina Petrova,Iron Man,X-Men,Ireland,,Patient-reported outcome measurements indicate significant improvement in functional status and reduced pain symptoms compared to standard treatment protocols.
text,72d96d55-0971-472b-aab7-959c2b8bdd01,insights_interaction,latest,,,2024-02-17,MSL Interactions,Oncology,Vibranium,,WB-EU-03769,Edward Westlake,,onco-eu-0078,Kristina Petrova,Phone,X-Men,Ireland,,Requires close monitoring of blood counts and other laboratory parameters.
text,2972bc8d-9449-4eac-83ba-bff2e5c0783a,insights_interaction,latest,,,2024-08-11,MSL Interactions,Oncology,Vibranium,,WB-EU-03555,Shirley Calhoun,,onco-eu-0078,Kristina Petrova,Iron Man,Wolverine,Ireland,,Streamlined patient monitoring protocol reduces clinical assessment time and improves overall treatment management efficiency.
text,7a793977-249d-4445-b55b-70eb45aebf60,insights_interaction,latest,,,2024-08-30,MSL Interactions,Oncology,Vibranium,,WB-EU-03264,Rebecca Hamby,,onco-eu-0078,Kristina Petrova,Ulton,X-Men,Ireland,,Elevated CA-19-9 levels decreased significantly in some patients with pancreatic cancer.
text,e94d1e51-0e17-4188-8507-718860e39942,insights_interaction,latest,,,2024-11-14,MSL Interactions,Oncology,Vibranium,,WB-EU-03755,David Heroux,,onco-eu-0078,Kristina Petrova,Iron Man,X-Men,United Kingdom,,Emerging evidence of potential synergistic effects when combined with targeted immunotherapeutic interventions.
text,0a2bb4d3-1b2e-40c4-b375-42dcc4ade7b4,insights_interaction,latest,,,2024-12-23,MSL Interactions,Oncology,Vibranium,,WB-EU-03288,Barbara Mcghee,,onco-eu-0078,Kristina Petrova,Ulton,Avenger,United Kingdom,,"Patients reported significant improvements in symptom burden and functional status, with EORTC QLQ-C30 scores showing substantial quality of life enhancement during treatment."
text,2f311bda-f3fa-40f8-aec7-d0a78f04436c,insights_interaction,latest,,,2021-02-16,MSL Interactions,Oncology,Vibranium,,WB-EU-00242,Dale Westmoreland,,onco-eu-0004,Lars Peterson,Ulton,X-Men,Norway,,"Patient with stage III melanoma experienced a 70% reduction in tumor size after 8 weeks of Vibranium/Wakanda therapy, confirmed by RECIST criteria.  Significant reduction in pain reported."
text,7822d5aa-3e24-4a68-8e94-26d770c5a556,insights_interaction,latest,,,2021-02-20,MSL Interactions,Oncology,Vibranium,,WB-EU-00689,Thomas Sorell,,onco-eu-0004,Lars Peterson,Phone,Avenger,Denmark,,Preliminary data suggests correlation between T-cell infiltration and response to therapy.
text,b89172c3-6589-4455-909f-91bfde46f52f,insights_interaction,latest,,,2021-05-19,MSL Interactions,Oncology,Vibranium,,WB-EU-00190,Timothy Lopez,,onco-eu-0004,Lars Peterson,Iron Man,Avenger,Finland,,Significant improvement in patient-reported symptom management and treatment tolerability
text,f6156fa1-78fc-4f5d-8089-cb232f4da862,insights_interaction,latest,,,2021-08-18,MSL Interactions,Oncology,Vibranium,,WB-EU-00057,Grace Ingram,,onco-eu-0004,Lars Peterson,Phone,X-Men,Finland,,Elevated CA-19-9 levels decreased significantly in some patients with pancreatic cancer.
text,4fd261d7-bfce-4360-97fb-23ac617651ff,insights_interaction,latest,,,2021-10-02,MSL Interactions,Oncology,Vibranium,,WB-EU-00689,Thomas Sorell,,onco-eu-0004,Lars Peterson,Iron Man,Avenger,Denmark,,Early detection of response based on circulating tumor DNA analysis.
text,31bf3fd8-94d6-413f-a445-b9426169f45d,insights_interaction,latest,,,2021-11-04,MSL Interactions,Oncology,Vibranium,,WB-EU-00497,Ernestine Lassiter,,onco-eu-0004,Lars Peterson,Iron Man,X-Men,Norway,,"Complete metabolic response in 29% of patients with advanced pancreatic adenocarcinoma, exceeding historical treatment benchmarks"
text,42111988-b8b2-4952-8b6a-b533f4078c21,insights_interaction,latest,,,2021-12-20,MSL Interactions,Oncology,Vibranium,,WB-EU-00454,Donald Davis,,onco-eu-0004,Lars Peterson,Ulton,X-Men,Sweden,,Significant reduction in pain scores and improved functional status for advanced cancer patients
text,27c09561-c0ed-4e4c-99a1-7d19c50bf4c0,insights_interaction,latest,,,2022-02-24,MSL Interactions,Oncology,Vibranium,,WB-EU-00614,Carol Sidwell,,onco-eu-0004,Lars Peterson,Ulton,X-Men,Denmark,,"Strong correlation identified between PD-L1 expression >50% and enhanced therapeutic response, suggesting potential predictive biomarker for patient selection."
text,020115df-839d-474e-87bc-e0ad984fb026,insights_interaction,latest,,,2022-03-25,MSL Interactions,Oncology,Vibranium,,WB-EU-00046,Raymond Ray,,onco-eu-0004,Lars Peterson,Ulton,Wolverine,Finland,,Significant improvement in patient's ability to perform activities of daily living reported after 4 weeks of Vibranium/Wakanda treatment.
text,ba02e9bc-04a3-41dd-945e-3791d7c5e200,insights_interaction,latest,,,2022-04-06,MSL Interactions,Oncology,Vibranium,,WB-EU-00497,Ernestine Lassiter,,onco-eu-0004,Lars Peterson,Ulton,X-Men,Norway,,"Significant survival advantage demonstrated in patients with historically challenging metastatic carcinomas, extending median overall survival."
text,ce130463-3407-4ee2-9f17-917c8ef6436f,insights_interaction,latest,,,2022-05-22,MSL Interactions,Oncology,Vibranium,,WB-EU-00337,Paul Mcmahon,,onco-eu-0004,Lars Peterson,Ulton,Avenger,Finland,,"Patient with advanced pancreatic cancer showed a significant reduction in tumor size after two cycles of Vibranium/Wakanda therapy, exceeding initial expectations."
text,68b420da-ceac-4d7e-8c8b-ab30f4be70d0,insights_interaction,latest,,,2023-03-03,MSL Interactions,Oncology,Vibranium,,WB-EU-00460,Sara Juckett,,onco-eu-0004,Lars Peterson,Ulton,X-Men,Norway,,"Increased levels of IFN-γ and other inflammatory cytokines were observed in serum samples of patients responding to Vibranium, suggesting an immunomodulatory effect."
text,7ebbc002-a7e2-4c56-ae15-18a7820c3664,insights_interaction,latest,,,2023-08-31,MSL Interactions,Oncology,Vibranium,,WB-EU-00434,Nicole Costa,,onco-eu-0004,Lars Peterson,Iron Man,Deadpool,Denmark,,"Variable response rates observed across different cancer subtypes, highlighting importance of personalized treatment strategies."
text,0f6317a9-bc1f-4a36-8c01-f635b53b6d35,insights_interaction,latest,,,2023-09-12,MSL Interactions,Oncology,Vibranium,,WB-EU-00630,Helen Labelle,,onco-eu-0004,Lars Peterson,Phone,Avenger,Sweden,,Progression-free survival times varied widely across the patient cohort.
text,d0a97510-c951-4497-8ad6-b563fdcf630b,insights_interaction,latest,,,2024-01-04,MSL Interactions,Oncology,Vibranium,,WB-EU-00137,Charles Tidwell,,onco-eu-0004,Lars Peterson,Iron Man,Deadpool,Finland,,Most adverse events associated with Vibranium/Wakanda were manageable and mild in severity.
text,4d2780c3-a4dd-4d5e-b6a3-102a78ac8e91,insights_interaction,latest,,,2024-02-08,MSL Interactions,Oncology,Vibranium,,WB-EU-00689,Thomas Sorell,,onco-eu-0004,Lars Peterson,Iron Man,Avenger,Denmark,,Observed a heterogeneous response to Vibranium/Wakanda therapy in patients with advanced head and neck squamous cell carcinoma (HNSCC). Some patients showed partial responses while others experienced stable disease.
text,ee5505d9-a6e5-4029-b9c2-ac79337fdddd,insights_interaction,latest,,,2024-03-27,MSL Interactions,Oncology,Vibranium,,WB-EU-00068,David Barrow,,onco-eu-0004,Lars Peterson,Ulton,X-Men,Denmark,,Increased levels of interferon-gamma correlated with positive clinical response in patients treated with Vibranium/Wakanda.
text,a71c4437-c4aa-45e7-b82c-ac0c099932e0,insights_interaction,latest,,,2024-05-10,MSL Interactions,Oncology,Vibranium,,WB-EU-00069,Cynthia Wilson,,onco-eu-0004,Lars Peterson,Phone,X-Men,Norway,,Increased levels of interferon-gamma correlated with positive clinical response in patients treated with Vibranium/Wakanda.
text,7f24a38a-15f3-43af-8432-9e83290774f1,insights_interaction,latest,,,2024-07-08,MSL Interactions,Oncology,Vibranium,,WB-EU-00100,Sonia Murphy,,onco-eu-0004,Lars Peterson,Ulton,X-Men,Denmark,,Further investigation is needed to explore the role of other biomarkers in predicting response to Vibranium.
text,5f9d50a1-1709-4b52-b099-55e7137ad654,insights_interaction,latest,,,2024-11-01,MSL Interactions,Oncology,Vibranium,,WB-EU-00337,Paul Mcmahon,,onco-eu-0004,Lars Peterson,Phone,Avenger,Finland,,Observed slower response rates in patients with prior extensive chemotherapy treatment compared to treatment-naive patients.
text,8c3e6e90-dc20-420a-9bf9-363425e76904,insights_interaction,latest,,,2024-11-04,MSL Interactions,Oncology,Vibranium,,WB-EU-00452,Steven Jackson,,onco-eu-0004,Lars Peterson,Iron Man,Avenger,Norway,,"Increased expression of PD-L1 was noted in tumor biopsies post-treatment, suggesting a potential synergy with immune checkpoint inhibitors."
text,5e1b81c0-661e-47ef-8292-9b52abe50864,insights_interaction,latest,,,2024-11-26,MSL Interactions,Oncology,Vibranium,,WB-EU-00452,Steven Jackson,,onco-eu-0004,Lars Peterson,Phone,Avenger,Norway,,"Demonstrated superior efficacy in triple-negative breast cancer patients with BRCA1/2 mutations, with 36% complete or partial response"
text,2fe6a018-7a86-4afa-acaa-5f4ecd91f25b,insights_interaction,latest,,,2021-02-01,MSL Interactions,Oncology,Vibranium,,WB-US-07359,Ralph Ricks,,onco-us-0024,Laura Wilson,Ulton,X-Men,United States,MI,Patients reported improved appetite and energy levels during treatment with Vibranium/Wakanda.
text,ae84fef7-de5f-4268-944a-551f188bb5f2,insights_interaction,latest,,,2021-08-22,MSL Interactions,Oncology,Vibranium,,WB-US-08099,Penny Pace,,onco-us-0024,Laura Wilson,Iron Man,Avenger,United States,MI,"Treatment is well-tolerated in most patients, leading to high adherence rates."
text,8936d990-a4f3-487c-9350-bcc3e9d1ec47,insights_interaction,latest,,,2021-09-25,MSL Interactions,Oncology,Vibranium,,WB-US-08026,Samuel Mccord,,onco-us-0024,Laura Wilson,Phone,Wolverine,United States,IL,Significantly reduced treatment-related fatigue compared to traditional cytotoxic chemotherapy protocols
text,eab72fd1-02aa-4961-926a-55b4b6480728,insights_interaction,latest,,,2021-12-20,MSL Interactions,Oncology,Vibranium,,WB-US-07706,Chantell Vu,,onco-us-0024,Laura Wilson,Iron Man,Clinical Pharmacist,United States,IL,Elevated CA-19-9 levels decreased significantly in some patients with pancreatic cancer.
text,6a88f61a-6dcf-4458-baac-825b5fd7a7cc,insights_interaction,latest,,,2022-01-23,MSL Interactions,Oncology,Vibranium,,WB-US-07525,Rosa Ator,,onco-us-0024,Laura Wilson,Phone,Avenger,United States,IL,Complete remission observed in one patient with metastatic colon cancer after 4 cycles of Vibranium/Wakanda.
text,8fdcf767-c2f1-46f2-9ac9-9f4500b13b09,insights_interaction,latest,,,2022-02-13,MSL Interactions,Oncology,Vibranium,,WB-US-07529,Maria Nash,,onco-us-0024,Laura Wilson,Ulton,Avenger,United States,IL,"Preliminary phase II data shows 42% objective response rate in advanced metastatic solid tumors, with notable durable responses in patients previously refractory to standard therapies."
text,8049a9a7-ecb7-402d-9ee8-17b0f8709208,insights_interaction,latest,,,2022-05-03,MSL Interactions,Oncology,Vibranium,,WB-US-07592,Jennifer Nguyen,,onco-us-0024,Laura Wilson,Phone,Avenger,United States,WI,"Remarkable complete response rates in triple-negative breast cancer patients, with 35% achieving long-term remission after targeted therapy."
text,ed198ffe-2916-4d34-8a42-d3d2027a6078,insights_interaction,latest,,,2022-06-21,MSL Interactions,Oncology,Vibranium,,WB-US-08073,Esther Lindstedt,,onco-us-0024,Laura Wilson,Iron Man,X-Men,United States,MI,Emerging evidence of potential synergistic effects when combined with targeted immunotherapeutic interventions.
text,8eb9a08c-fdf8-47f6-a9e7-cd77fce555d4,insights_interaction,latest,,,2022-12-27,MSL Interactions,Oncology,Vibranium,,WB-US-07883,Billy Schutz,,onco-us-0024,Laura Wilson,Iron Man,X-Men,United States,IN,"Patient with advanced pancreatic cancer (PDAC) exhibiting measurable reduction in tumor size (30%) after two cycles of Vibranium/Wakanda therapy, accompanied by improved CA 19-9 levels.  Response confirmed by RECIST 1.1 criteria."
text,fea450d6-89ad-4aa1-a817-d67131f7ad62,insights_interaction,latest,,,2023-06-30,MSL Interactions,Oncology,Vibranium,,WB-US-07948,Elsie Wells,,onco-us-0024,Laura Wilson,Phone,Wolverine,United States,IN,"Treatment administration time is relatively short, minimizing patient burden."
text,5fc477fb-982f-4f6e-bbd5-aee2e5186e7f,insights_interaction,latest,,,2023-08-08,MSL Interactions,Oncology,Vibranium,,WB-US-07659,Dorothy Conley,,onco-us-0024,Laura Wilson,Iron Man,Deadpool,United States,MO,Cost-effectiveness analysis indicates potential healthcare system benefits
text,297a93c3-3336-4470-b55d-ba66a31ae71d,insights_interaction,latest,,,2024-03-04,MSL Interactions,Oncology,Vibranium,,WB-US-07493,Arthur Sanders,,onco-us-0024,Laura Wilson,Iron Man,X-Men,United States,MO,"Observed inter-patient variability in treatment response, suggesting the need for further investigation into predictive biomarkers."
text,e7ed3b8a-391e-4f02-9a66-00c9f529cec3,insights_interaction,latest,,,2024-06-04,MSL Interactions,Oncology,Vibranium,,WB-US-07680,Chad Johnson,,onco-us-0024,Laura Wilson,Ulton,Deadpool,United States,OH,Stable disease observed in several patients with lung cancer after two cycles.
text,f2d301e8-9cb4-4eb9-8577-daeee3e26694,insights_interaction,latest,,,2024-08-10,MSL Interactions,Oncology,Vibranium,,WB-US-07740,Wayne Malloy,,onco-us-0024,Laura Wilson,Iron Man,X-Men,United States,WI,"Increased incidence of hepatic toxicity observed in a subset of patients receiving Vibranium/Wakanda, necessitating close monitoring of liver function."
text,39405c8c-aab2-4f52-a769-7b6611e74953,insights_interaction,latest,,,2024-12-04,MSL Interactions,Oncology,Vibranium,,WB-US-07013,Gary Wycoff,,onco-us-0024,Laura Wilson,Iron Man,X-Men,United States,MN,Progression-free survival times varied widely across the patient cohort.
text,c6c723c0-b5ec-4774-9670-d82a56b493c3,insights_interaction,latest,,,2024-12-28,MSL Interactions,Oncology,Vibranium,,WB-US-07359,Ralph Ricks,,onco-us-0024,Laura Wilson,Phone,X-Men,United States,MI,"Significant tumor shrinkage observed in pancreatic cancer patients with limited conventional treatment options, offering promising alternative approach."
text,3a11b9af-c4c5-44db-b3d2-d2aff3d64336,insights_interaction,latest,,,2021-06-13,MSL Interactions,Oncology,Vibranium,,WB-EU-01866,Danielle Hood,,onco-eu-0031,Lena Weber,Phone,X-Men,Netherlands,,Sustained progression-free survival of 10.2 months in advanced stage cancer patients
text,f7a9f8cc-d345-4b13-b364-6df088f440a8,insights_interaction,latest,,,2022-04-28,MSL Interactions,Oncology,Vibranium,,WB-EU-01238,Norma Cisneros,,onco-eu-0031,Lena Weber,Iron Man,X-Men,Germany,,"Patient reported significant improvement in quality of life after receiving Vibranium/Wakanda for metastatic melanoma.  They experienced a reduction in pain and fatigue, allowing them to resume some daily activities.  They noted improved mood and reduced anxiety related to their prognosis."
text,9c4ad9bd-4a5d-43d7-98b9-d4ef77585411,insights_interaction,latest,,,2022-07-04,MSL Interactions,Oncology,Vibranium,,WB-EU-01529,Mary Foster,,onco-eu-0031,Lena Weber,Ulton,X-Men,Belgium,,"Promising early-stage data suggest potential efficacy in multiple solid tumor types beyond initial indication, indicating broad therapeutic potential."
text,85d923b7-4bd3-4a6f-85c7-a36806e6fdb1,insights_interaction,latest,,,2022-08-12,MSL Interactions,Oncology,Vibranium,,WB-EU-01006,Patrick Michell,,onco-eu-0031,Lena Weber,Phone,X-Men,Belgium,,Promising early signals of efficacy in rare cancer subtypes with limited treatment options
text,20bf834e-bd46-4826-82cc-a5e9c04e96a7,insights_interaction,latest,,,2022-10-11,MSL Interactions,Oncology,Vibranium,,WB-EU-01232,James George,,onco-eu-0031,Lena Weber,Ulton,X-Men,Switzerland,,Improved sleep quality reported by several patients on the therapy.
text,3849473c-ce81-4240-b7bd-28d1d2664577,insights_interaction,latest,,,2023-02-26,MSL Interactions,Oncology,Vibranium,,WB-EU-01139,Chris Bray,,onco-eu-0031,Lena Weber,Ulton,Avenger,Austria,,"Treatment administration requires specialized expertise, potentially limiting accessibility in certain settings."
text,57eff0c1-9109-4cdd-9148-b8586e093bcf,insights_interaction,latest,,,2023-07-26,MSL Interactions,Oncology,Vibranium,,WB-EU-01903,Stanley Brown,,onco-eu-0031,Lena Weber,Phone,X-Men,Netherlands,,"Synergistic effect observed between Vibranium and Wakanda, leading to enhanced antitumor activity."
text,14a5a078-3a1d-4026-9474-6d286fb84605,insights_interaction,latest,,,2023-10-22,MSL Interactions,Oncology,Vibranium,,WB-EU-00962,Kyla Brown,,onco-eu-0031,Lena Weber,Iron Man,Avenger,Netherlands,,PD-L1 expression did not appear to be a reliable predictor of response to Vibranium/Wakanda.
text,a7aef351-853a-4ef0-a6b6-f917ed59e874,insights_interaction,latest,,,2023-12-01,MSL Interactions,Oncology,Vibranium,,WB-EU-01905,Lee Taylor,,onco-eu-0031,Lena Weber,Ulton,Deadpool,Austria,,Long-term follow-up data shows stable cardiovascular and renal safety profiles with no significant late-onset adverse events.
text,d5639b72-863e-492a-9d3e-18106ca60085,insights_interaction,latest,,,2024-02-14,MSL Interactions,Oncology,Vibranium,,WB-EU-00883,Carol Singh,,onco-eu-0031,Lena Weber,Ulton,Wolverine,Belgium,,No significant changes observed in circulating tumor DNA levels after the first cycle of treatment.
text,dadb7a22-c997-48be-920f-4eec1191b047,insights_interaction,latest,,,2024-04-05,MSL Interactions,Oncology,Vibranium,,WB-EU-01903,Stanley Brown,,onco-eu-0031,Lena Weber,Phone,X-Men,Netherlands,,"Median progression-free survival of 5.7 months observed across multiple solid tumor subtypes, with heterogeneous response patterns noted."
text,c1dd667d-5424-42db-b1d7-3338deea5d4f,insights_interaction,latest,,,2024-10-31,MSL Interactions,Oncology,Vibranium,,WB-EU-01006,Patrick Michell,,onco-eu-0031,Lena Weber,Iron Man,X-Men,Belgium,,Genetic mutation analysis reveals potential predictive markers for treatment response
text,c545de36-28f0-488b-a229-f070e07ee28e,insights_interaction,latest,,,2021-09-04,MSL Interactions,Oncology,Vibranium,,WB-US-08908,Michael Guyton,,onco-us-0030,Linda Martinez,Phone,Wolverine,United States,AR,"Patients with advanced metastatic lung cancer showed a 42% objective response rate after 12 weeks of Vibranium/Wakanda, with median progression-free survival extending to 7.3 months."
text,de59fa85-42a1-4bdd-9604-1aeeed32583f,insights_interaction,latest,,,2021-09-26,MSL Interactions,Oncology,Vibranium,,WB-US-09132,Melissa Bonanno,,onco-us-0030,Linda Martinez,Iron Man,Avenger,United States,TX,No unexpected or severe adverse events were reported in the majority of patients.
text,dd8361ca-fb58-4ce4-ae8e-e528e2cbcacf,insights_interaction,latest,,,2021-11-29,MSL Interactions,Oncology,Vibranium,,WB-US-08570,Eugene Patterson,,onco-us-0030,Linda Martinez,Ulton,Deadpool,United States,AR,Remarkable long-term survival rates in patients with advanced metastatic disease
text,0085eb80-f7d7-451e-a46b-5c87ae4d7dcb,insights_interaction,latest,,,2022-01-29,MSL Interactions,Oncology,Vibranium,,WB-US-08561,Michelle Lambert,,onco-us-0030,Linda Martinez,Ulton,X-Men,United States,AR,Observed 42% objective response rate in metastatic solid tumor patients during phase II trial
text,4ff39943-876c-4357-947e-6aa0592b9c3c,insights_interaction,latest,,,2022-05-05,MSL Interactions,Oncology,Vibranium,,WB-US-08587,Agnes Matty,,onco-us-0030,Linda Martinez,Phone,Avenger,United States,SD,Significant reduction in treatment-related fatigue and improved patient mobility
text,1fce623f-72a9-415a-b776-805538d259f9,insights_interaction,latest,,,2022-08-07,MSL Interactions,Oncology,Vibranium,,WB-US-08484,Robert Wood,,onco-us-0030,Linda Martinez,Ulton,Avenger,United States,OK,"Patients reported significantly improved fatigue scores and reduced pain compared to traditional chemotherapy regimens, with 73% maintaining normal daily functioning"
text,fa8e66f5-9f52-4f75-afce-7a1e3f4dd3c6,insights_interaction,latest,,,2022-12-19,MSL Interactions,Oncology,Vibranium,,WB-US-08438,Mary Moreta,,onco-us-0030,Linda Martinez,Iron Man,Avenger,United States,LA,Complete response observed in one patient with metastatic melanoma after 12 weeks of treatment.
text,f2147a00-2dea-4679-bab0-1821fa370b39,insights_interaction,latest,,,2023-03-09,MSL Interactions,Oncology,Vibranium,,WB-US-08905,David Mitchell,,onco-us-0030,Linda Martinez,Iron Man,Wolverine,United States,AR,Elevated levels of interferon-gamma detected in patients showing a positive response to the treatment.
text,f7074348-943d-4314-852e-4fea055c2269,insights_interaction,latest,,,2023-03-12,MSL Interactions,Oncology,Vibranium,,WB-US-08990,Norma Meyer,,onco-us-0030,Linda Martinez,Phone,Wolverine,United States,LA,Moderate complexity in administration protocol requiring specialized nursing training
text,ed856e94-2165-41b7-99e8-7abfa484475a,insights_interaction,latest,,,2023-04-26,MSL Interactions,Oncology,Vibranium,,WB-US-08350,David Brooks,,onco-us-0030,Linda Martinez,Ulton,X-Men,United States,NE,Improved immunological tolerability profile compared to previous combination therapies
text,e2da7710-aa72-4aa6-a519-f945ea26554e,insights_interaction,latest,,,2023-05-12,MSL Interactions,Oncology,Vibranium,,WB-US-08786,Jamie Prescott,,onco-us-0030,Linda Martinez,Phone,Avenger,United States,SD,Correlation observed between high baseline PD-L1 expression and improved response to Vibranium/Wakanda in lung cancer patients.
text,970f9a6e-9e55-464c-b83b-763b87599ed6,insights_interaction,latest,,,2023-06-07,MSL Interactions,Oncology,Vibranium,,WB-US-08643,Linda Clark,,onco-us-0030,Linda Martinez,Phone,Avenger,United States,AR,Promising early-stage data suggests potential for expanded indication spectrum
text,06e1d9d8-91e9-4db3-837b-a0d846d62f6d,insights_interaction,latest,,,2023-06-21,MSL Interactions,Oncology,Vibranium,,WB-US-08460,Maria Joiner,,onco-us-0030,Linda Martinez,Ulton,Deadpool,United States,TX,"No significant changes in circulating tumor DNA were observed in patients who did not respond to Vibranium/Wakanda, suggesting limitations in using ctDNA as a predictive biomarker."
text,eab8bc02-28a5-427b-889b-a398e7345a81,insights_interaction,latest,,,2023-07-16,MSL Interactions,Oncology,Vibranium,,WB-US-08313,Nancy Ballesteros,,onco-us-0030,Linda Martinez,Phone,Avenger,United States,OK,"Variable response rates observed across different cancer subtypes, highlighting importance of personalized treatment strategies."
text,d4c5b66b-51f7-43fa-8c14-8c2681df4430,insights_interaction,latest,,,2023-08-17,MSL Interactions,Oncology,Vibranium,,WB-US-08470,Shawn Bussman,,onco-us-0030,Linda Martinez,Iron Man,Deadpool,United States,KS,"Grade 2-3 immune-related adverse events observed in 18% of patients, predominantly mild hepatic and endocrine dysregulation, manageable with standard immunomodulatory interventions"
text,249542e3-622b-4038-8070-8993506437fd,insights_interaction,latest,,,2023-12-28,MSL Interactions,Oncology,Vibranium,,WB-US-08758,Hannah Hoover,,onco-us-0030,Linda Martinez,Ulton,Deadpool,United States,AR,"No significant correlation found between tumor mutational burden and treatment response, indicating complex genetic interactions"
text,968aebcd-8060-4ca5-8444-4750d8549c08,insights_interaction,latest,,,2024-02-28,MSL Interactions,Oncology,Vibranium,,WB-US-09132,Melissa Bonanno,,onco-us-0030,Linda Martinez,Iron Man,Avenger,United States,TX,Reduced treatment-related fatigue reported by 65% of patients compared to traditional chemotherapy protocols
text,d175305c-07fc-45a6-bd4b-c7443ceb8f0d,insights_interaction,latest,,,2024-11-20,MSL Interactions,Oncology,Vibranium,,WB-US-08695,John Kramer,,onco-us-0030,Linda Martinez,Iron Man,X-Men,United States,ND,Genetic mutation profile suggests potential predictive markers for treatment response
text,8a8e54a1-cacd-42fd-898a-703029c15891,insights_interaction,latest,,,2024-12-21,MSL Interactions,Oncology,Vibranium,,WB-US-08905,David Mitchell,,onco-us-0030,Linda Martinez,Iron Man,Wolverine,United States,AR,Reduced hospitalization time and outpatient management feasibility
text,b2291357-9e01-4d3b-ad00-a4b8946d66e3,insights_interaction,latest,,,2021-04-30,MSL Interactions,Oncology,Vibranium,,WB-EU-00546,James Cusumano,,onco-eu-0015,Linnea Svensson,Ulton,Wolverine,Denmark,,Significant improvement in patient-reported symptom management and treatment tolerability
text,f6340e95-a2f0-4e03-81cc-482796b808cc,insights_interaction,latest,,,2021-06-15,MSL Interactions,Oncology,Vibranium,,WB-EU-00782,Ruth Haynes,,onco-eu-0015,Linnea Svensson,Iron Man,Wolverine,Denmark,,"Promising early-stage data suggest potential efficacy in multiple solid tumor types beyond initial indication, indicating broad therapeutic potential."
text,735e9971-6094-4eea-8332-3ba6fad1648e,insights_interaction,latest,,,2021-06-28,MSL Interactions,Oncology,Vibranium,,WB-EU-00582,Karina Niver,,onco-eu-0015,Linnea Svensson,Iron Man,Avenger,Sweden,,Significant reduction in pain scores and improved emotional well-being reported by patients undergoing combination Vibranium/Wakanda therapy.
text,b32364c9-9949-4f65-ac93-d33377f7880e,insights_interaction,latest,,,2021-12-05,MSL Interactions,Oncology,Vibranium,,WB-EU-00044,Carol Wolfinger,,onco-eu-0015,Linnea Svensson,Phone,Deadpool,Norway,,"Remarkable complete response rates in triple-negative breast cancer patients, with 35% achieving long-term remission after targeted therapy."
text,902df151-c7ec-4c7f-992f-709e484b06dc,insights_interaction,latest,,,2022-04-09,MSL Interactions,Oncology,Vibranium,,WB-EU-00784,Frank Phillips,,onco-eu-0015,Linnea Svensson,Phone,Wolverine,Finland,,Significant reduction in pain scores and improved emotional well-being reported by patients undergoing combination Vibranium/Wakanda therapy.
text,ccf8ac13-1974-490b-9fc2-6aa4d539047b,insights_interaction,latest,,,2022-07-27,MSL Interactions,Oncology,Vibranium,,WB-EU-00291,Michael Fish,,onco-eu-0015,Linnea Svensson,Iron Man,Wolverine,Denmark,,Significant reduction in treatment-related fatigue and improved emotional well-being reported by patients during long-term follow-up.
text,800aa7d3-acf3-405e-b768-3942aa5f332e,insights_interaction,latest,,,2022-09-08,MSL Interactions,Oncology,Vibranium,,WB-EU-00044,Carol Wolfinger,,onco-eu-0015,Linnea Svensson,Ulton,Deadpool,Norway,,Improved patient reported outcomes (PROs) regarding pain and fatigue were noted in several patients after three cycles of treatment.
